,en,de,original_de
0,A young boy jumps into water., Ein kleiner Junge springt ins Wasser . ,Ein kleiner Junge springt in das Wasser.
0,"A woman is reading a card while sitting on an end of a couch, while another woman is standing next to her holding a glass to drink."," Eine Frau liest mit einem Ende der Hand eine Ende eines anderen Frau , die neben ihr steht , während eine andere Frau auf dem ein Getränk steht . ","Eine Frau liest eine Karte und sitzt dabei auf der Kante eines Sofas, während eine andere Frau mit einem Trinkglas in der Hand neben ihr steht."
0,There are construction workers working hard on a project., Bauarbeiter arbeiten an einem Projekt . ,Bauarbeiter arbeiten hart an einem Bauvorhaben.
0,A man is shaving while sitting on the beach in front of the ocean., Ein Mann sitzt vor dem Strand und rasiert sich am Meer . ,"Ein Mann rasiert sich, während er am Strand vor dem Meer sitzt."
0,A blond-haired woman wearing a blue shirt unwraps a hat., Eine blonde Frau in einem blauen Oberteil  eine Mütze  . ,Eine blonde Frau in einem blauen T-Shirt packt eine Mütze aus.
0,Two men talk to each other behind an organ while a lone woman stands to their right.," Zwei Männer unterhalten sich hinter einer  , während eine einzelner Frau steht , um sie nach rechts steht . ","Zwei Männer unterhalten sich hinter einer Orgel, während rechts eine einzelne Frau steht."
0,A young blond-haired man speaks into a microphone., Ein junger blonder Mann spricht in ein Mikrofon . ,Ein junger Mann mit blondem Haar spricht in ein Mikrofon.
0,A motel valet man wearing a trench coat pushing a load of luggage., Ein  Mann in einem braunen Mantel schiebt eine  . ,Ein Hoteldiener in einem Mantel schiebt eine Ladung Gepäck.
0,Dog in plants crouches to look at camera., Ein Hund mit Pflanzen hockt und blickt in die Kamera . ,"Hund kauert zwischen Pflanzen, um Kamera anzusehen."
0,A group is playing music on stage in front of a crowd of people., Eine Gruppe von Musik spielt auf einer Bühne vor einer Menschenmenge . ,Eine Gruppe spielt vor einer Menschenmenge Musik auf einer Bühne.
0,Three dogs playing in the snow., Drei Hunde spielen im Schnee . ,Drei Hunde spielen im Schnee.
0,A man and a woman talk while standing next to a tree.," Ein Mann und eine Frau unterhalten sich , während neben einem Baum auf der Baum steht . ","Ein Mann und eine Frau unterhalten sich, während sie neben einem Baum stehen."
0,A dog jumps for a yellow and black ball., Ein Hund springt auf einen gelben und schwarzen Ball . ,Ein Hund springt einem gelb-schwarzen Ball hinterher.
0,An older lady in a gray and red sweater is cooking on a meal., Eine ältere Dame in einem grauen Pullover kocht Essen auf einer Mahlzeit . ,Eine ältere Dame in einem grau-roten Pullover kocht eine Mahlzeit.
0,Woman in coat outside a house while snowing," Frau im Mantel draußen vor einem Haus , während es schneit . ",Frau im Mantel bei Schneefall vor einem Haus
0,A woman carrying another woman wearing matching exercise attire on her back., Eine Frau trägt eine Frau in  Kleidung und zieht ihren Rücken auf ihrer Rücken zu . ,Eine Frau trägt eine andere Frau mit gleicher Sportkleidung auf ihrem Rücken.
0,A child standing by a stroller and holding a toy sword., Ein Kind steht neben einem Kinderwagen und hält ein Schwert . ,Ein Kind steht neben einem Kinderwagen und hält ein Spielzeugschwert.
0,A guy with curly hair is skateboarding along a gray ramp with yellow letters., Ein Mann mit lockigen Haaren fährt mit seinem grauen Skateboard durch eine grauen Rampe mit einem gelben  . ,Ein Typ mit lockigem Haar fährt mit dem Skateboard eine graue Rampe mit gelben Buchstaben entlang.
0,A man is rolling a circular table across the floor., Ein Mann rollt einen runden Tisch über den Boden . ,Ein Mann rollt einen runden Tisch über den Boden.
0,A group of people are in a boat on a large body of water., Eine Gruppe von Menschen ist in einem Boot auf einem großen Gewässer . ,Eine Gruppe von Menschen in einem Boot auf einem großen Gewässer.
0,A man in a yellow shirt is standing in the sidewalk measuring., Ein Mann in gelbem Hemd steht auf dem Gehweg . ,Ein Mann in einem gelben Hemd steht auf dem Gehweg und nimmt Messungen vor.
0,A woman in a blue shirt and jeans is throwing something away in a dumpster., Eine Frau in einem blauen Hemd und Jeans wirft einen Müllcontainer mit . ,Eine Frau in einer blauen Bluse und Jeans wirft etwas in einen Müllcontainer.
0,A woman in a domino mask and severe hair is at a party., Eine Frau mit einer Maske und  Haar ist auf einer Party . ,Eine Frau mit einer Domino-Maske und streng frisiertem Haar auf einer Party.
0,A person parasails on the crest of a wave., Eine Person macht auf dem Surfbrett einer Welle . ,Eine Person beim Parasailing auf einem Wellenkamm.
0,Men wearing blue uniforms sit on a bus., Männer in blauen Uniformen sitzen in einem Bus . ,Männer in blauer Spielkleidung sitzen in einem Bus.
0,An ATV attempts to get out of a ditch., Ein  versucht einen  . ,"Ein Geländewagen versucht, aus einem Graben herauszukommen."
0,A man tackles another man while playing football.," Ein Mann mit der anderen Mann an , der einen anderen Mann trägt , spielt",Ein Mann greift bei einem Footballspiel einen anderen Mann an.
0,A football player in red and white is talking to a coach., Ein Football-Spieler in Rot und weißer Kleidung spricht mit einem Trainer . ,Ein rot-weiß gekleideter Footballspieler spricht mit einem Trainer.
0,Two girls sit near a wall and watch a sporting event., Zwei Mädchen sitzen bei einer Wand und schauen sich eine Sportveranstaltung an . ,Zwei Mädchen sitzen an einer Mauer und sehen bei einer Sportveranstaltung zu.
0,A man on the coaching staff for OU has sunglasses on his head during a football game., Ein Mann auf  mit Sonnenbrille hat den  Kopf auf seinem Kopf eines  während er ein Spiel auf . ,"Ein Mann, der zum Trainerstab von OU gehört, trägt während eines Footballspiels eine Sonnenbrille auf dem Kopf."
0,This football team wears red shirts and red helmets., Das Football-Spieler trägt roten Oberteilen und roten Helmen . ,Dieses Footballteam trägt rote Trikots und rote Helme.
0,A boy in black clothes is doing a cartwheel on the beach., Ein Junge in schwarzer Kleidung macht ein  am Strand . ,Ein schwarz gekleideter Junge schlägt ein Rad am Strand.
0,They are posing for a picture., Sie posieren mit Bild für ein Bild . ,Sie posieren für ein Bild.
0,A man in a green shirt is kissing a crying toddler whilst watching runners in a road race.," Ein Mann in einem grünen Hemd küsst sich , während ein Kleinkind auf einer  im  seine Straße zuschaut . ",Ein Mann mit einem grünen Shirt küsst ein weinendes Kleinkind und sieht dabei den Läufern eines Straßenrennens zu.
0,Five members of a band are playing a song., Fünf Männer spielen ein Band ein Lied . ,Fünf Mitglieder einer Band spielen ein Lied.
0,"Three women are sitting on a blanket on the ground with a baby, and are talking and having a good time.", Drei Frauen sitzen auf einer Decke auf dem Boden und sind neben einem Baby und unterhalten sich . ,"Drei Frauen sitzen mit einem Baby auf einer Decke auf dem Boden, unterhalten sich und haben Spaß zusammen."
0,A man and a boy are sitting at an altar both are holding bells., Ein Mann und ein Junge sitzen in einer  und halten beide halten  . ,Ein Mann und ein Junge sitzen an einem Altar und halten beide eine Glocke.
0,A man with sunglasses is helping a child with sunglasses slide down a slide., Ein Mann mit Sonnenbrille hilft einer Kind mit einer Sonnenbrille beim  Rutsche hinunter . ,Ein Mann mit Sonnenbrille hilft einem Kind mit Sonnenbrille eine Rutsche herunterzurutschen.
0,A dog runs through the grass towards the camera., Ein Hund rennt durch das Gras auf die Kamera zu . ,Ein Hund rennt durch das Gras auf die Kamera zu.
0,The girl with the long ponytail prepared to throw the ball to another player on the field.," Das Mädchen mit den langen Pferdeschwanz bereitet sich darauf vor , den Ball zu werfen , auf ein anderer Spieler zu werfen . ","Das Mädchen mit dem langen Pferdeschwanz ist bereit, den Ball einer anderen Spielerin auf dem Spielfeld zuzuwerfen."
0,Two man are wrestling on a yellow and blue floor., Zwei Männer ringen auf einem gelben Boden und blau . ,Zwei Männer ringen auf einem gelb-blauen Boden.
0,A girl in a red and white shirt and blue shorts is getting ready to throw a ball.," Ein Mädchen in einem roten und weißen Oberteil und blauen Shorts bereitet sich darauf vor , einen Ball zu werfen . ","Ein Mädchen in einem rot-weißen T-Shirt und blauen Shorts macht sich bereit, einen Ball zu werfen."
0,A seated man is working with his hands., Ein sitzender Mann arbeitet mit den Händen . ,Ein sitzender Mann arbeitet mit seinen Händen.
0,A brown dog runs on the sand carrying a stick., Ein brauner Hund läuft auf dem Sand und trägt einen Stock . ,Ein brauner Hund rennt mit einem Stock im Maul über den Sand.
0,A person rowing in their boat in the water., Eine Person rudert im Boot auf dem Wasser . ,Eine Person rudert in ihrem Boot im Wasser.
0,A man in a red and white striped shirts sits on a stool at a hotdog stand., Ein Mann in einem  gestreiften Hemd sitzt auf einem Stuhl mit einem  für einen Drachen . ,Ein Mann in einem rot-weiß gestreiften Hemd sitzt auf einem Hocker an einem Hotdog-Stand.
0,A man takes pictures of white and yellow tulips., Ein Mann macht Fotos von gelben und gelben gelben Welpen . ,Ein Mann fotografiert weiße und gelbe Tulpen.
0,Two men in Fez's have a discussion in an outdoor market.," Zwei Männer sind im Freien , um ein Markt zu unterhalten sich , unterhalten sich im Freien . ",Zwei Männer mit Fesen sprechen miteinander auf einem Freiluftmarkt.
0,Man and boy play with dog at sunset on a beach., Ein Mann und ein Junge spielen bei Sonnenuntergang am Strand . ,Mann und Junge spielen bei Sonnenuntergang mit einem Hund am Strand.
0,A hot air balloon touching down with a man's shadow in the background., Ein Heißluftballon berührt den Ball und der Mann im Schatten der andere ein Schatten . ,Ein Heißluftballon landet mit einem Mann im Schatten im Hintergrund.
0,This man is wearing a white cap or hat., Dieser Mann trägt eine weiße Mütze oder Mütze oder . ,Dieser Mann trägt eine weiße Kappe oder Mütze.
0,A female getting a face tattoo of black lines and glitter., Eine Frau bereitet sich vor schwarzen  auf . ,"Eine Frau lässt sich ein Tattoo im Gesicht machen, das aus schwarzen Linien und Glitter besteht."
0,A toddler in a denim hats plays in a tire., Ein Kleinkind in Jeans spielt mit einer  . ,Ein kleines Kind mit Jeanshut spielt in einem Reifen.
0,A crowd of people stand in street in front of a series of white tents., Eine Menschenmenge steht vor mehreren  auf einer Straße . ,Eine Menschenmenge steht auf der Straße vor einer Reihe weißer Zelte.
0,A mass of people walk through the park., Ein öffentlichen Menschen gehen durch den Park . ,Eine Menschenmasse geht durch den Park.
0,A dark-haired woman wearing a blue blouse and sunglasses holds a banner while a young girl with braided hair writes on the banner.," Eine dunkelhaarige Frau in einer blauen Bluse und mit Sonnenbrille hält eine Sonnenbrille an einem Mädchen , das mit  schreibt in der Hand ein kleines Mädchen ein kleines Mädchen . ","Eine dunkelhaarige Frau mit einer blauen Bluse und Sonnenbrille hält ein Spruchband, während ein junges Mädchen mit geflochtenem Haar auf das Spruchband schreibt."
0,Many asian children made a train under a viet nam sign., Viele asiatische Kinder machen ein Zug unter einem  Schild . ,Viele asiatische Kinder bilden einen Zug unter einem Vietnam-Schild.
0,A cowboy wrangling a horse in a rodeo as the horse does a back kick," Ein Cowboy schwingt bei einem Pferd , während ein Pferd im  versucht , einen Sprung . ","Ein Cowboy versucht bei einem Rodeo, ein Pferd zu bändigen, während das Pferd nach hinten ausschlägt"
0,A bride and a groom at their wedding kissing, Eine Braut und ein Bräutigam küssen sich an der Braut . ,Eine Braut und ein Bräutigam bei ihrem Hochzeitskuss
0,Two emergency response workers are putting blocks underneath a train., Zwei  ziehen unter einem Zug unter . ,Zwei Mitarbeiter des Notfallschutzes legen Klötze unter einen Zug.
0,Man working on the railroad in a railroad station., Ein Mann arbeitet an der  in einer  . ,Mann arbeitet an den Schienen in einem Bahnhof.
0,"Some construction workers, there is concrete being mixed in wheelbarrows, they are building or repairing a wall, the wall is wet still.", Einige Bauarbeiter in  von  bei einer Wand und reparieren die Wand eines Gebäudes ein nassen Mauer . ,"Ein paar Bauarbeiter, in Schubkarren wird Beton gemischt, sie bauen oder reparieren eine Wand und die Wand ist noch nass."
0,A band playing on a sidewalk., Eine Band spielt auf einem Gehweg . ,Eine Band spielt auf dem Gehweg.
0,Men in orange suits watching a machine dig near what looks to be subway tracks.," Männer in orangefarbenen Anzügen schauen in einer Maschine etwas , um in der U-Bahn zu sehen sind , um eine  zu","Männer in orangefarbener Kleidung beobachten, wie eine Maschine in der Nähe von etwas gräbt, das wie U-Bahn-Schienen aussieht."
0,Young adults dressed casually walk around in a field., Ein junger Erwachsene in  Kleidung geht um ein Feld herum . ,Junge Erwachsene in Freizeitkleidung gehen auf einer Wiese umher.
0,The large brown dog is running through shallow water., Der große braune Hund rennt durch das flachen Wasser . ,Der große braune Hund rennt durch seichtes Wasser.
